body,brand,cit,color,gear,price,usage,year
بدون رنگ,سمند LX ساده,تهران، پرند,سفید,دنده‌ای,۶۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
۲۴۰٫۰۰۰,سمند LX ساده,تهران، خزانه,۵۸٫۸۰۰٫۰۰۰ تومان,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX ساده,تهران، هاشم‌آباد,سفید,دنده‌ای,۷۵٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,سمند LX EF7 گازسوز,تهران، سید خندان,نقره‌ای,دنده‌ای,۱۴۹٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
دنده‌ای,سمند LX ساده,تهران، تهرانپارس شرقی,چند لکه رنگ,توافقی,۲۸۹٫۰۰۰,,۲۰۰۹ - ۱۳۸۸
۰,سمند LX ساده,تهران، اندیشه,تک برگی,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، شهر ری,نقدی,دنده‌ای,توافقی,۲۲۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
,سمند LX,تهران، تهرانپارس شرقی,,,,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,سمند LX EF7 بنزینی,تهران، ستارخان,نقدی,دنده‌ای,توافقی,۲۸٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX ساده,تهران، تهران‌سر,سفید,دنده‌ای,۲۰۵٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,سمند LX ساده,تهران، دولت‌آباد,سفید,دنده‌ای,۱۸۵٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,سمند LX EF7 گازسوز,تهران، رباط کریم,چند لکه رنگ,۴۵٫۰۰۰٫۰۰۰ تومان,صندلی برقی ، آینه تاشو برقی,۳۳۸,۲۰۰۷ - ۱۳۸۶
بدون رنگ,سمند LX ساده,تهران، ارامنه,سفید,دنده‌ای,۲۲۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
چند لکه رنگ,سمند LX ساده,تهران، سعادت‌آباد,خاکستری,دنده‌ای,۳۲٫۵۰۰٫۰۰۰ تومان,۳۵۰,۲۰۰۶ - ۱۳۸۵
بدون رنگ,سمند LX ساده,تهران، نارمک,سفید,دنده‌ای,۲۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
چند لکه رنگ,سمند LX ساده,تهران، مجیدیه,سفید صدفی,دنده‌ای,۴۳٫۰۰۰٫۰۰۰ تومان,۱۵۵٫۰۰۰,۲۰۱۰ - ۱۳۸۹
بدون رنگ,سمند LX EF7 بنزینی,تهران، مشیریه,سفید,دنده‌ای,۷۱٫۰۰۰٫۰۰۰ تومان,۱۲۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,سمند LX EF7 بنزینی,تهران، شهریار,سفید,دنده‌ای,۸۵٫۰۰۰٫۰۰۰ تومان,۶۹٫۳۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,سمند LX EF7 بنزینی,تهران، تهران‌سر,سفید,دنده‌ای,۸۶٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,سمند LX ساده,تهران، پاکدشت,سفید,دنده‌ای,۱۱۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
,سمند LX ساده,تهران، آزاد شهر,۱۱۱,,,,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، یوسف‌آباد,بادمجانی,دنده‌ای,۶۱٫۵۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۲ - ۱۳۹۱
بدون رنگ,سمند LX EF7 بنزینی,تهران، آذری,سفید,دنده‌ای,۹۰٫۰۰۰٫۰۰۰ تومان,صندلی برقی,۲۰۱۷ - ۱۳۹۶
۶۳٫۵۰۰٫۰۰۰ تومان,سمند LX EF7 بنزینی,تهران، اسفندیاری,دنده‌ای,۱۵۰,,,۲۰۱۳ - ۱۳۹۲
,سمند LX ساده,تهران، طالقانی,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، احتشامیه,مشکی,دنده‌ای,۹۰٫۰۰۰٫۰۰۰ تومان,۱۷٫۰۰۰,۲۰۱۸ - ۱۳۹۷
۳۶٫۰۰۰٫۰۰۰ تومان,سمند LX ساده,تهران، نارمک,دنده‌ای,۲۹۰٫۰۰۰,,,۲۰۰۶ - ۱۳۸۵
بدون رنگ,سمند LX ساده,تهران، شهرک ولیعصر,خاکستری,دنده‌ای,۸۵٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
,سمند LX,تهران، چیتگر,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، شهرک فردوس,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
هستم,سمند LX ساده,تهران، فرمانیه,تک برگی,سنسور عقب و جلو ، دی لایت ، صندلی برقی ، کول باکس,۱۰۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
۰,سمند LX EF7 بنزینی,تهران، نیرو هوایی,۱۰۱٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، اندیشه,سفید,دنده‌ای,۱۰۰٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، میدان آزادی,سفید,دنده‌ای,۸۰٫۰۰۰٫۰۰۰ تومان,۱۴۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,سمند LX ساده,تهران، شهریار,نقره‌ای,۲۵۰٫۰۰۰,,,۲۰۰۴ - ۱۳۸۳
یک لکه رنگ,سمند LX ساده,تهران، پاکدشت,نقره‌ای,دنده‌ای,۳۲٫۰۰۰٫۰۰۰ تومان,۲۹۰٫۰۰۰,۲۰۰۴ - ۱۳۸۳
بدون رنگ,سمند LX ساده,تهران، شهران شمالی,سفید,دنده‌ای,۶۲٫۰۰۰٫۰۰۰ تومان,۱۸۰٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX ساده,تهران، شهرک کیانشهر,سفید,دنده‌ای,سنسور عقب و جلو ، صندلی برقی,۷۰۰,۲۰۱۸ - ۱۳۹۷
تک برگی,سمند LX ساده,تهران، ورامین,بدون رنگ,۷۲٫۵۰۰٫۰۰۰ تومان,۶۵٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
توافقی,سمند LX EF7 بنزینی,تهران، پاکدشت,دنده‌ای,۱۴٫۳۶۰,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX ساده,تهران، صادقیه,سرمه‌ای,دنده‌ای,۱۴۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
,سمند LX,تهران، تهران‌سر,,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX EF7 گازسوز,تهران، میدان آزادی,سفید,دنده‌ای,۱٫۰۹۰٫۰۰۰ تومان,۶۴٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,سمند LX ساده,تهران، پیروزی,سرمه‌ای,دنده‌ای,۶۲٫۰۰۰٫۰۰۰ تومان,کولر دوال ، صندلی برقی,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,سمند LX ساده,تهران، جنت‌‌آباد مرکزی,سفید,دنده‌ای,۶۶٫۰۰۰٫۰۰۰ تومان,۱۶۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,سمند LX EF7 گازسوز,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
,سمند LX ساده,تهران، سازمان برنامه,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، پرند,بژ,دنده‌ای,هستم,صندلی برقی,۲۰۰۴ - ۱۳۸۳
یک لکه رنگ,سمند LX EF7 بنزینی,تهران، پیروزی,سفید,دنده‌ای,۷۲٫۰۰۰٫۰۰۰ تومان,۸۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
,سمند LX,تهران، صادقیه,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، شهر ری,سفید صدفی,دنده‌ای,۷۸٫۵۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX EF7 بنزینی,تهران، ابوذر,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,آینه تاشو برقی,۲۰۱۱ - ۱۳۹۰
,سمند LX ساده,تهران، شهرک پاسداران,۲۹۰,,,,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,سمند LX ساده,تهران، رباط کریم,نقره‌ای,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,۳۲۰٫۰۰۰,۲۰۰۸ - ۱۳۸۷
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، پاکدشت,سرمه‌ای,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، کولر دوال ، صندلی برقی ، آینه تاشو برقی,۲۰۱۲ - ۱۳۹۱
بدون رنگ,سمند LX EF7 بنزینی,تهران، شمس‌آباد,سفید,دنده‌ای,۷۹٫۹۰۰٫۰۰۰ تومان,۴۱٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دو برگی,سمند LX EF7 بنزینی,تهران، رباط کریم,بدون رنگ,۷۷٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۵۷٫۰۰۰,۲۰۱۶ - ۱۳۹۵
,سمند LX,تهران، تهران‌سر,,,,,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,سمند LX ساده,تهران، شهریار,خاکستری,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۰۵ - ۱۳۸۴
,سمند LX,تهران، عبدل‌آباد,,,,,۱۹۹۹ - ۱۳۷۸
چند لکه رنگ,سمند LX ساده,تهران، بهارستان,بژ,دنده‌ای,۳۳٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی ، آینه تاشو برقی,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,سمند LX ساده,تهران، ورامین,مشکی,دنده‌ای,۲۸٫۵۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۰۳ - ۱۳۸۲
دنده‌ای,سمند LX ساده,تهران، شهریار,یک لکه رنگ,۴۹٫۸۰۰٫۰۰۰ تومان,۲۶۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,سمند LX EF7 بنزینی,تهران، ورامین,سفید,دنده‌ای,۸۱٫۰۰۰٫۰۰۰ تومان,۴۶٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX EF7 بنزینی,تهران، جوادیه,سفید,دنده‌ای,۵۹٫۰۰۰٫۰۰۰ تومان,۱۷۴٫۰۰۰,۲۰۱۱ - ۱۳۹۰
۶۲٫۰۰۰٫۰۰۰ تومان,سمند LX EF7 بنزینی,تهران، قنات‌کوثر,یک لکه رنگ,۱۲۰٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX ساده,تهران، ابوذر,سفید,دنده‌ای,۷۵٫۵۰۰٫۰۰۰ تومان,۵۵٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، شهر ری,مشکی,دنده‌ای,سنسور عقب و جلو ، صندلی برقی,۱۷۴٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,سمند LX ساده,تهران، تهران‌سر,مشکی,دنده‌ای,۵۸٫۷۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX EF7 بنزینی,تهران، اندیشه,سفید,دنده‌ای,۹۰٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی ، آینه تاشو برقی,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,سمند LX ساده,تهران، حسن‌آباد شمالی,نقدی,دنده‌ای,توافقی,سنسور عقب و جلو ، صندلی برقی,۲۰۰۹ - ۱۳۸۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۹۳٫۰۰۰٫۰۰۰ تومان,صندلی برقی,۲۰۱۸ - ۱۳۹۷
,سمند LX,تهران، پیروزی,,,,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,سمند LX ساده,تهران، نظام‌آباد,سفید صدفی,دنده‌ای,۶۵٫۵۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,سمند LX ساده,تهران، میدان آزادی,نقدی,دنده‌ای,توافقی,۵۰۰٫۰۰۰,۲۰۰۴ - ۱۳۸۳
بدون رنگ,سمند LX ساده,تهران، شهر ری,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
توافقی,سمند LX ساده,تهران، شکوفه,دنده‌ای,۱۴۰,,,۲۰۰۷ - ۱۳۸۶
نقدی,فروشی,تهران، سهروردی شمالی,خاکستری,بدون رنگ,دنده‌ای,۱,سمند LX ساده
بدون رنگ,سمند LX ساده,تهران، مطهری,نقدی و قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,سمند LX EF7 بنزینی,تهران، آذربایجان,دو لکه رنگ,۵۵٫۰۰۰٫۰۰۰ تومان,۱۴۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,سمند LX ساده,تهران، ستارخان,سفید,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX EF7 بنزینی,تهران، شهرک آزادی,سفید,دنده‌ای,۸۷٫۰۰۰٫۰۰۰ تومان,۴۶٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,سمند LX ساده,تهران، ستارخان,سفید,دنده‌ای,۱۱۲٫۰۰۰,,۲۰۰۹ - ۱۳۸۸
,سمند LX,تهران، بهارستان,,,,,۲۰۱۰ - ۱۳۸۹
,سمند LX,تهران، پونک,,,,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,سمند LX EF7 بنزینی,تهران، وردآورد,نقدی,دنده‌ای,توافقی,سنسور عقب و جلو,۲۰۱۵ - ۱۳۹۴
بدون رنگ,سمند LX ساده,تهران، صادقیه,خاکستری,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، شهر قدس,سفید,دنده‌ای,۶۰٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,سمند LX EF7 گازسوز,تهران، ایرانشهر,زرد,دنده‌ای,۹۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
نقدی و قسطی,فروشی,تهران، فرحزاد,سفید,بدون رنگ,دنده‌ای,توافقی,سمند LX EF7 بنزینی
بدون رنگ,سمند LX EF7 بنزینی,تهران، میرداماد,خاکستری,دنده‌ای,۸۰٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX EF7 بنزینی,تهران، استاد معین,سفید,دنده‌ای,۶۳٫۰۰۰٫۰۰۰ تومان,۱۵۵٫۰۰۰,۲۰۱۳ - ۱۳۹۲
دو برگی,سمند LX ساده,تهران، دولت‌آباد,بدون رنگ,۷۲٫۰۰۰٫۰۰۰ تومان,۹۵٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,سمند LX ساده,تهران، میدان آزادی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,سمند LX,تهران، پونک,,,,,۲۰۱۶ - ۱۳۹۵
نقدی,فروشی,تهران، سهروردی شمالی,آبی,بدون رنگ,دنده‌ای,توافقی,سمند LX ساده
بدون رنگ,سمند LX ساده,تهران، رباط کریم,دلفینی,دنده‌ای,۵۹٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX ساده,تهران، ستارخان,سفید,دنده‌ای,۴۰٫۰۰۰٫۰۰۰ تومان,۱,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، منیریه,خاکستری,دنده‌ای,۲۵۰٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
دنده‌ای,سمند LX ساده,تهران، شادآباد,چند لکه رنگ,توافقی,۳۳۰٫۰۰۰,,۲۰۰۷ - ۱۳۸۶
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، سعادت‌آباد,سفید,دنده‌ای,۵۲٫۵۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,سمند LX ساده,تهران، بهارستان,قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,سمند LX EF7 گازسوز,تهران، ورامین,بدون رنگ,۱۵۱٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، مجیدیه,سفید صدفی,دنده‌ای,۱۴۸,,۲۰۱۲ - ۱۳۹۱
نقدی و قسطی,فروشی,تهران، فرحزاد,سفید,بدون رنگ,دنده‌ای,توافقی,سمند LX ساده
,سمند LX,تهران، آذری,,,,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,سمند LX EF7 بنزینی,تهران، ابوذر,سفید,دنده‌ای,۷۱٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
۸۰,سمند LX ساده,تهران، ابوذر,تک برگی,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX ساده,تهران، شهر قدس,سفید,دنده‌ای,سنسور عقب و جلو ، صندلی برقی ، آینه تاشو برقی,۱۳۰٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX EF7 بنزینی,تهران، میدان آزادی,نقدی,دنده‌ای,توافقی,۲۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
,سمند LX ساده,تهران، افسریه,۳۰۰٫۰۰۰,,,,۲۰۰۹ - ۱۳۸۸
,سمند LX,تهران، زهتابی,,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX ساده,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۱,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,سمند LX EF7 بنزینی,تهران، شهرک ولیعصر,خاکستری,دنده‌ای,۳۶٫۵۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
دنده‌ای,سمند LX ساده,تهران، نواب,بدون رنگ,۴۷٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
,سمند LX,تهران، شهریار,,,,,۲۰۱۱ - ۱۳۹۰
۱۵۵٫۰۰۰,سمند LX ساده,تهران، پردیس,۵۸٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,سمند LX ساده,تهران، رباط کریم,نقدی,دنده‌ای,توافقی,فرمان برقی ، سنسور عقب و جلو ، صندلی برقی,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، پیروزی,مشکی,دنده‌ای,۱۳۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
دنده‌ای,فروشی,تهران، صادقیه,قسطی,توافقی,۰,,سمند LX EF7 بنزینی
بدون رنگ,سمند LX EF7 گازسوز,تهران، خلیج فارس,زرد,دنده‌ای,۱۵۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,سمند LX ساده,تهران، نازی‌آباد,نقدی,دنده‌ای,توافقی,سنسور عقب و جلو ، صندلی برقی,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، شهر قدس,سفید,دنده‌ای,۶۶٫۳۰۰٫۰۰۰ تومان,صندلی برقی,۲۰۱۴ - ۱۳۹۳
,سمند LX,تهران، بریانک,,,,,۲۰۱۷ - ۱۳۹۶
۴۵٫۰۰۰,سمند LX EF7 گازسوز,تهران، اکباتان,دو برگی,,,,۲۰۱۶ - ۱۳۹۵
,سمند LX,تهران، فرمانیه,,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,سمند LX EF7 گازسوز,تهران، ورامین,نقدی,دنده‌ای,توافقی,۸۹٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,سمند LX ساده,تهران، جوادیه,خاکستری,دنده‌ای,سنسور عقب و جلو ، صندلی برقی,۲۵۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، اندیشه,مشکی,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۰ - ۱۳۸۹
,سمند LX EF7 گازسوز,تهران، پرند,,,,,۲۰۰۸ - ۱۳۸۷
بدون رنگ,سمند LX ساده,تهران، شهریار,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، شهریار,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۱۴۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
یک لکه رنگ,سمند LX ساده,تهران، شهریار,سفید,دنده‌ای,۱۱۵٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,سمند LX EF7 بنزینی,تهران، مجید‌آباد,سفید,دنده‌ای,۵۳٫۰۰۰٫۰۰۰ تومان,۱۹۷٫۰۰۰,۲۰۱۳ - ۱۳۹۲
,سمند LX,تهران، بهاران,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، شهر ری,سفید,دنده‌ای,۴۵٫۶۰۰٫۰۰۰ تومان,۱۷۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، آرژانتین,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۰ - ۱۳۸۹
بدون رنگ,سمند LX EF7 بنزینی,تهران، پاسداران,سفید,دنده‌ای,۷۶٫۰۰۰٫۰۰۰ تومان,۱۱۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
,سمند LX,تهران، شهریار,,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,سمند LX ساده,تهران، اکباتان,سفید,سنسور عقب و جلو ، صندلی برقی,۱۱۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
,سمند LX,تهران، استخر,,,,,۲۰۱۵ - ۱۳۹۴
۵۰۰٫۰۰۰,سمند LX ساده,تهران، حکیمیه,دنده‌ای,,,,۲۰۰۷ - ۱۳۸۶
دنده‌ای,سمند LX EF7 بنزینی,تهران، ازگل,بدون رنگ,۶۶٫۰۰۰٫۰۰۰ تومان,۱۹۰,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,سمند LX ساده,تهران، شهر ری,سبز,دنده‌ای,۴۰۰٫۰۰۰,,۲۰۱۰ - ۱۳۸۹
چند لکه رنگ,سمند LX ساده,تهران، رباط کریم,بژ,دنده‌ای,۳۲٫۵۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰,۲۰۰۵ - ۱۳۸۴
۵۰,سمند LX ساده,تهران، پردیس,۱٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,سمند LX ساده,تهران، شهرک ولیعصر,سفید,دنده‌ای,۱۵٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,سمند LX EF7 گازسوز,تهران، افسریه,زرد,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,۰,۲۰۰۹ - ۱۳۸۸
یک لکه رنگ,سمند LX EF7 بنزینی,تهران، پردیسان,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۰۱۲ - ۱۳۹۱
دو لکه رنگ,سمند LX EF7 گازسوز,تهران، شهر قدس,سفید,دنده‌ای,۵۳٫۶۰۰,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,سمند LX ساده,تهران، اندیشه,یک لکه رنگ,۵۲٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، صندلی برقی,۲۵۰,۲۰۱۱ - ۱۳۹۰
دنده‌ای,سمند LX ساده,تهران، شهر زیبا,چند لکه رنگ,۴۰٫۵۰۰٫۰۰۰ تومان,۱۸۰٫۰۰۰,,۲۰۰۸ - ۱۳۸۷
۵۸٫۰۰۰٫۰۰۰ تومان,سمند LX EF7 بنزینی,تهران، جنت‌‌آباد مرکزی,دنده‌ای,۱۰۰٫۰۰۰,,,۲۰۱۰ - ۱۳۸۹
بدون رنگ,سمند LX ساده,تهران، هاشم‌آباد,نقدی,دنده‌ای,توافقی,۱۵۳٫۰۰۰,۲۰۱۰ - ۱۳۸۹
یک لکه رنگ,سمند LX EF7 بنزینی,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۷۳٫۰۰۰٫۰۰۰ تومان,۸۶٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,سمند LX ساده,تهران، پرند,سرمه‌ای,دنده‌ای,۲۲۳٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
دنده‌ای,سمند LX EF7 بنزینی,تهران، ستارخان,بدون رنگ,۱۰۲٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,سمند LX ساده,تهران، پاکدشت,بژ,دنده‌ای,۳۱٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰,۲۰۰۴ - ۱۳۸۳
دنده‌ای,سمند LX ساده,تهران، شهر زیبا,بدون رنگ,۷۶٫۰۰۰٫۰۰۰ تومان,۳۶٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,سمند LX ساده,تهران، میدان آزادی,زرد,دنده‌ای,۳۰٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,سمند LX ساده,تهران، پاکدشت,نوک‌مدادی,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,سمند LX ساده,تهران، اقدسیه,سفید,دنده‌ای,۷۰٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
,سمند LX ساده,تهران، شهر ری,۲۱۰,,,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,سمند LX EF7 گازسوز,تهران، قصر فیروزه ۱,سفید,دنده‌ای,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸۲,۲۰۱۶ - ۱۳۹۵
بدون رنگ,سمند LX ساده,تهران، شهریار,مشکی,دنده‌ای,۲۴۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
دنده‌ای,سمند LX ساده,تهران، آهنگ,سفید,۱۰۶٫۸۰۰,,,۲۰۱۳ - ۱۳۹۲
