body,brand,cit,color,gear,price,usage,year
چند لکه رنگ,پژو پارس ساده,تهران، شهرک کیانشهر,نقره‌ای,دنده‌ای,۱۸٫۰۰۰,,۲۰۰۴ - ۱۳۸۳
بدون رنگ,پژو پارس ساده,تهران، تهرانپارس غربی,نقره‌ای,دنده‌ای,۵۶٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۱ - ۱۳۹۰
,پژو پارس ساده,تهران، قرچک,,,,,۲۰۰۱ - ۱۳۸۰
,پژو پارس ساده,تهران، آهنگ,۴٫۹۰۰,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پژو پارس ساده,تهران، پاکدشت,خاکستری,دنده‌ای,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۴٫۰۰۰,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پژو پارس ساده,تهران، میدان آزادی,مشکی,دنده‌ای,هستم,سانروف,۲۰۰۴ - ۱۳۸۳
,پژو پارس ساده,تهران، پاکدشت,۲۷۵,,,,۲۰۰۴ - ۱۳۸۳
دنده‌ای,پژو پارس ساده,تهران، شهرک آزادی,بدون رنگ,۳۷۰٫۰۰۰,,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پژو پارس ساده,تهران، دروازه شمیران,نقره‌ای,دنده‌ای,۳۴٫۵۰۰٫۰۰۰ تومان,۳۵۰٫۰۰۰,۲۰۰۲ - ۱۳۸۱
بدون رنگ,پژو پارس ساده,تهران، آذربایجان,سفید,دنده‌ای,۹۵٫۰۰۰٫۰۰۰ تومان,۳۴٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پژو پارس ساده,تهران، بهارستان,نقره‌ای,دنده‌ای,۳۴٫۵۰۰٫۰۰۰ تومان,۳۴۰٫۰۰۰,۲۰۰۲ - ۱۳۸۱
یک لکه رنگ,پژو پارس ساده,تهران، رباط کریم,نقره‌ای,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۲۱۰٫۰۰۰,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پژو پارس ساده,تهران، پیروزی,سفید,دنده‌ای,۵۳٫۵۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پژو پارس ساده,تهران، نیرو هوایی,یشمی,۲۹٫۰۰۰٫۰۰۰ تومان,۲۹۰٫۰۰۰,,۲۰۰۲ - ۱۳۸۱
یک لکه رنگ,پژو پارس ساده,تهران، پیروزی,خاکستری,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۳۰۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، نارمک,نقدی,دنده‌ای,توافقی,۱۹۵,۲۰۰۹ - ۱۳۸۸
دنده‌ای,پژو پارس ساده,تهران، شهر ری,سفید,۴۸٫۰۰۰٫۰۰۰ تومان,۲۶۰٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پژو پارس ساده,تهران، خانی‌آباد,سفید,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۲۶۰٫۰۰۰,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پژو پارس ساده,تهران، نارمک,دلفینی,دنده‌ای,۶۷٫۰۰۰٫۰۰۰ تومان,۱۱۵,۲۰۱۲ - ۱۳۹۱
چند لکه رنگ,پژو پارس ساده,تهران، بهارستان,سفید,دنده‌ای,۶۱٫۵۰۰٫۰۰۰ تومان,۱۹۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پژو پارس ساده,تهران، رباط کریم,بژ,دنده‌ای,۲۰۰٫۰۰۰,,۲۰۰۸ - ۱۳۸۷
چند لکه رنگ,پژو پارس ساده,تهران، خلیج فارس,سفید,دنده‌ای,۴۲٫۵۰۰٫۰۰۰ تومان,۲۲۰,۲۰۰۸ - ۱۳۸۷
دو لکه رنگ,پژو پارس ساده,تهران، شهر زیبا,مشکی,دنده‌ای,۶۴٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
یک لکه رنگ,پژو پارس ساده,تهران، قرچک,نقره‌ای,دنده‌ای,۳۳۰٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
,پژو پارس ساده,تهران، آجودانیه,,,,,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پژو پارس ساده,تهران، ستارخان,نقدی,دنده‌ای,توافقی,۸۲٫۰۰۰,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,پژو پارس ساده,تهران، لویزان,نوک‌مدادی,دنده‌ای,۳۷٫۰۰۰٫۰۰۰ تومان,آینه تاشو برقی,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,پژو پارس ساده,تهران، تهران‌سر,خاکستری,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
چند لکه رنگ,پژو پارس ساده,تهران، سعادت‌آباد,یشمی,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,آینه تاشو برقی,۲۰۰۲ - ۱۳۸۱
چند لکه رنگ,پژو پارس ساده,تهران، پامنار,نقره‌ای,دنده‌ای,۳۸٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۰۴ - ۱۳۸۳
بدون رنگ,پژو پارس ساده,تهران، پونک,خاکستری,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
توافقی,پژو پارس ساده,تهران، ستارخان,دنده‌ای,۰,,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پژو پارس ساده,تهران، اکباتان,مشکی,دنده‌ای,سنسور عقب و جلو,۲۲۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
چند لکه رنگ,پژو پارس ساده,تهران، خانی‌آباد,مشکی,دنده‌ای,۴۹٫۰۰۰٫۰۰۰ تومان,۲۰۰,۲۰۰۹ - ۱۳۸۸
دو لکه رنگ,پژو پارس ساده,تهران، شهر ری,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۱۹۵٫۰۰۰,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، شهر ری,نقدی,دنده‌ای,توافقی,۱۳۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
,پژو پارس ساده,تهران، کوی فردوس,,,,,۲۰۰۳ - ۱۳۸۲
بدون رنگ,پژو پارس ساده,تهران، يافت‌آباد,نقره‌ای,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۲۴۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
چند لکه رنگ,پژو پارس ساده,تهران، یوسف‌آباد,سفید,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۲۶۰٫۰۰۰,۲۰۰۸ - ۱۳۸۷
دو لکه رنگ,پژو پارس ساده,تهران، صادقیه,خاکستری,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
دنده‌ای,پژو پارس ساده,تهران، رباط کریم,دو لکه رنگ,۲۵۰٫۰۰۰,,,۲۰۰۷ - ۱۳۸۶
دنده‌ای,پژو پارس ساده,تهران، نارمک,دو لکه رنگ,۷۰٫۰۰۰٫۰۰۰ تومان,۱۱۳٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,پژو پارس ساده,تهران، آذری,سفید,دنده‌ای,۲۷۰,,۲۰۰۹ - ۱۳۸۸
دنده‌ای,پژو پارس ساده,تهران، نظام‌آباد,خاکستری,۳۸۰٫۰۰۰,,,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، اوقاف,سفید,دنده‌ای,۶۵٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پژو پارس ساده,تهران، شهر ری,سفید,دنده‌ای,۷۳٫۰۰۰٫۰۰۰ تومان,۱۴۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پژو پارس ساده,تهران، شهریار,نقدی,دنده‌ای,توافقی,فرمان برقی ، سنسور عقب و جلو,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پژو پارس ساده,تهران، شهرک محلاتی,خاکستری,دنده‌ای,۶۶٫۹۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۲ - ۱۳۹۱
چند لکه رنگ,پژو پارس ساده,تهران، رباط کریم,سفید,دنده‌ای,۵۳٫۰۰۰٫۰۰۰ تومان,۲۸۰,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، شادمان,آبی,دنده‌ای,۶۶٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پژو پارس ساده,تهران، یوسف‌آباد,مشکی,دنده‌ای,۲۲۰٫۰۰۰,,۲۰۰۲ - ۱۳۸۱
بدون رنگ,پژو پارس ساده,تهران، رباط کریم,سفید,دنده‌ای,۸۰٫۰۰۰٫۰۰۰ تومان,۹۵٫۰۰۰,۲۰۱۴ - ۱۳۹۳
دنده‌ای,پژو پارس ساده,تهران، سلسبیل,چند لکه رنگ,۴۵٫۰۰۰٫۰۰۰ تومان,۲۵۰٫۰۰۰,,۲۰۰۷ - ۱۳۸۶
یک لکه رنگ,پژو پارس ساده,تهران، تهرانپارس شرقی,نوک‌مدادی,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۲۲۰٫۰۰۰,۲۰۰۸ - ۱۳۸۷
دنده‌ای,پژو پارس ساده,تهران، پرند,چند لکه رنگ,سنسور عقب و جلو,۲۸۰٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پژو پارس ساده,تهران، ارم,سفید,دنده‌ای,۵۹٫۰۰۰٫۰۰۰ تومان,۱۹۶,۲۰۰۸ - ۱۳۸۷
یک لکه رنگ,پژو پارس ساده,تهران، تهران‌سر,سفید,دنده‌ای,۶۵٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
دنده‌ای,پژو پارس ساده,تهران، تهرانپارس غربی,دو لکه رنگ,۴۲٫۰۰۰٫۰۰۰ تومان,۳۰۰,,۲۰۰۶ - ۱۳۸۵
,پژو پارس ساده,تهران، مهرآباد جنوبی,۲۲۰٫۰۰۰,,,,۲۰۰۷ - ۱۳۸۶
دنده‌ای,پژو پارس ساده,تهران، شهریار,بدون رنگ,۲۰٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پژو پارس ساده,تهران، ستارخان,سفید,دنده‌ای,۲۳۰٫۰۰۰,,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پژو پارس ساده,تهران، دولت‌آباد,بژ,دنده‌ای,۳۰۰٫۰۰۰,,۲۰۰۳ - ۱۳۸۲
بدون رنگ,پژو پارس ساده,تهران، آهنگ,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
توافقی,پژو پارس ساده,تهران، جنت‌آباد شمالی,دنده‌ای,۲۶۰,,,۲۰۰۸ - ۱۳۸۷
۲۲۰,پژو پارس ساده,تهران، شهرک ولیعصر,۴۷٫۰۰۰٫۰۰۰ تومان,,,,۲۰۰۶ - ۱۳۸۵
چند لکه رنگ,پژو پارس ساده,تهران، رباط کریم,نقره‌ای,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۳۲۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
چند لکه رنگ,پژو پارس ساده,تهران، شهرک استقلال,خاکستری,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۰۷ - ۱۳۸۶
چند لکه رنگ,پژو پارس ساده,تهران، فلاح,نقره‌ای,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۲۴۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پژو پارس ساده,تهران، شهر قدس,سفید,دنده‌ای,۵۴٫۵۰۰٫۰۰۰ تومان,کولر دوال ، آینه تاشو برقی,۲۰۰۹ - ۱۳۸۸
۳۶۲٫۰۰۰,پژو پارس ساده,تهران، يافت‌آباد,۴۸٫۰۰۰٫۰۰۰ تومان,,,,۲۰۰۷ - ۱۳۸۶
چند لکه رنگ,پژو پارس ساده,تهران، خانی‌آباد,نقدی,دنده‌ای,توافقی,۱۷۰,۲۰۱۲ - ۱۳۹۱
دنده‌ای,پژو پارس ساده,تهران، شهرک پارس,یک لکه رنگ,۶۵٫۵۰۰٫۰۰۰ تومان,۱۸۱٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
۳۷٫۰۰۰٫۰۰۰ تومان,پژو پارس ساده,تهران، لویزان,دنده‌ای,۲۱۸,,,۲۰۰۲ - ۱۳۸۱
بدون رنگ,پژو پارس ساده,تهران، آزاد شهر,خاکستری,دنده‌ای,۶۵٫۰۰۰٫۰۰۰ تومان,۱۹۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پژو پارس ساده,تهران، پردیس,سفید,دنده‌ای,۶۱٫۰۰۰٫۰۰۰ تومان,۱۹۰,۲۰۱۰ - ۱۳۸۹
چند لکه رنگ,پژو پارس ساده,تهران، سهروردی جنوبی,نوک‌مدادی,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,کولر دوال,۲۰۰۷ - ۱۳۸۶
چند لکه رنگ,پژو پارس ساده,تهران، جنت‌آباد جنوبی,سفید,دنده‌ای,۵۳٫۰۰۰٫۰۰۰ تومان,۲۷۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، شهر ری,سفید,دنده‌ای,دی لایت ، آینه تاشو برقی,۳۰۰٫۰۰۰,۲۰۰۳ - ۱۳۸۲
چند لکه رنگ,پژو پارس ساده,تهران، فلاح,سفید صدفی,دنده‌ای,۴۲٫۵۰۰٫۰۰۰ تومان,۱۳۵٫۰۰۰,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پژو پارس ساده,تهران، شهرک کیانشهر,سفید,دنده‌ای,۸۴٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پژو پارس ساده,تهران، آهنگ,سفید,دنده‌ای,۸۳٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دنده‌ای,پژو پارس ساده,تهران، نعمت‌آباد,بدون رنگ,توافقی,۱۰۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
یک لکه رنگ,پژو پارس ساده,تهران، فلاح,نقره‌ای,دنده‌ای,۱۴۰٫۰۰۰,,۲۰۰۹ - ۱۳۸۸
یک لکه رنگ,پژو پارس ساده,تهران، کوی فردوس,خاکستری,دنده‌ای,۶۰٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
دنده‌ای,پژو پارس ساده,تهران، پرند,دو لکه رنگ,۴۷٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰,,۲۰۰۷ - ۱۳۸۶
دنده‌ای,پژو پارس ساده,تهران، شهریار,دو لکه رنگ,۲۶۵٫۱۲۲,,,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پژو پارس ساده,تهران، مجیدیه,نقره‌ای,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، تهرانپارس شرقی,خاکستری,دنده‌ای,۱۰۱٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پژو پارس ساده,تهران، شهریار,چند لکه رنگ,۶۸٫۰۰۰٫۰۰۰ تومان,۱۳۶,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پژو پارس ساده,تهران، فرحزاد,نقره‌ای,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۲۵۰,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پژو پارس ساده,تهران، آذری,نقدی,دنده‌ای,توافقی,۸۹٫۰۰۰,۲۰۱۳ - ۱۳۹۲
چند لکه رنگ,پژو پارس ساده,تهران، شهر قدس,نقدی,دنده‌ای,توافقی,۱۵۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
دنده‌ای,پژو پارس ساده,تهران، رباط کریم,بدون رنگ,کروز کنترل ، آینه تاشو برقی ، دوربین 360 درجه,۶۴٫۰۰۰,,۲۰۰۹ - ۱۳۸۸
چند لکه رنگ,پژو پارس ساده,تهران، آرژانتین,آبی,دنده‌ای,آینه تاشو برقی,۱۶۵٫۰۰۰,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پژو پارس ساده,تهران، دولت‌آباد,سفید,دنده‌ای,۷۵٫۰۰۰٫۰۰۰ تومان,۱۱۴٫۰۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پژو پارس ساده,تهران، قنات‌کوثر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پژو پارس ساده,تهران، شهر ری,سفید,دنده‌ای,۶۴٫۰۰۰٫۰۰۰ تومان,۱۶۵,۲۰۱۲ - ۱۳۹۱
چند لکه رنگ,پژو پارس ساده,تهران، پاسداران,نقره‌ای,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۵۰٫۰۰۰,۲۰۰۴ - ۱۳۸۳
دو لکه رنگ,پژو پارس ساده,تهران، افسریه,سفید,دنده‌ای,۶۲٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
چند لکه رنگ,پژو پارس ساده,تهران، اکباتان,خاکستری,دنده‌ای,۵۸٫۷۰۰٫۰۰۰ تومان,۱۸۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پژو پارس ساده,تهران، جوانمرد قصاب,خاکستری,دنده‌ای,۹۶٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پژو پارس ساده,تهران، اندیشه,نقدی,دنده‌ای,توافقی,۲۵۰٫۰۰۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، پیروزی,مشکی,دنده‌ای,۷۲٫۰۰۰٫۰۰۰ تومان,۱۴۱٫۰۰۰,۲۰۱۴ - ۱۳۹۳
۳۵٫۰۰۰٫۰۰۰ تومان,پژو پارس ساده,تهران، شهر قدس,دنده‌ای,۴۸۰٫۰۰۰,,,۲۰۰۳ - ۱۳۸۲
چند لکه رنگ,پژو پارس ساده,تهران، مهرآباد جنوبی,بژ,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۰۴ - ۱۳۸۳
دنده‌ای,پژو پارس ساده,تهران، دهکده المپیک,چند لکه رنگ,۱۱۵٫۰۰۰,,,۲۰۰۴ - ۱۳۸۳
دو لکه رنگ,پژو پارس ساده,تهران، پیروزی,خاکستری,دنده‌ای,۴۰٫۵۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,پژو پارس ساده,تهران، شهر ری,سفید,دنده‌ای,۶۰٫۰۰۰٫۰۰۰ تومان,۲۲۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
دنده‌ای,پژو پارس ساده,تهران، جمهوری,بدون رنگ,۶۸٫۰۰۰٫۰۰۰ تومان,۹۸٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
۲۱۰٫۰۰۰,پژو پارس ساده,تهران، پاسداران,۶۷٫۵۰۰٫۰۰۰ تومان,,,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پژو پارس ساده,تهران، نیاوران,خاکستری,اتوماتیک,۱۹۰٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پژو پارس ساده,تهران، پیروزی,سفید,دنده‌ای,۸۷٫۰۰۰٫۰۰۰ تومان,صندلی کودک,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پژو پارس ساده,تهران، شهران شمالی,نقره‌ای,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,۲۴۵٫۰۰۰,۲۰۰۸ - ۱۳۸۷
چند لکه رنگ,پژو پارس ساده,تهران، آرژانتین,نقره‌ای,دنده‌ای,۲۶۰٫۰۰۰,,۲۰۰۲ - ۱۳۸۱
بدون رنگ,پژو پارس ساده,تهران، تهرانپارس غربی,سفید,دنده‌ای,هستم,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پژو پارس ساده,تهران، پرند,خاکستری,دنده‌ای,۶۵٫۰۰۰٫۰۰۰ تومان,۲۱۴٫۰۰۰,۲۰۱۲ - ۱۳۹۱
چند لکه رنگ,پژو پارس ساده,تهران، جنت‌آباد جنوبی,مشکی,دنده‌ای,۴۱۲٫۰۰۰,,۲۰۰۰ - ۱۳۷۹
چند لکه رنگ,پژو پارس ساده,تهران، شهریار,نقره‌ای,دنده‌ای,۳۹٫۵۰۰٫۰۰۰ تومان,۳۶۰٫۰۰۰,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,پژو پارس ساده,تهران، شهر قدس,سفید صدفی,دنده‌ای,۵۳٫۸۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۱ - ۱۳۹۰
چند لکه رنگ,پژو پارس ساده,تهران، مسعودیه,مشکی,دنده‌ای,۲۸٫۰۰۰٫۰۰۰ تومان,۲۰۰,۲۰۰۱ - ۱۳۸۰
۸۵٫۰۰۰٫۰۰۰ تومان,پژو پارس ساده,تهران، خانی‌آباد,دو برگی,۳۶٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
۴۱٫۵۰۰٫۰۰۰ تومان,پژو پارس ساده,تهران، نیرو هوایی,دنده‌ای,۳۶۰,,,۲۰۰۴ - ۱۳۸۳
بدون رنگ,پژو پارس ساده,تهران، مجموعه ورزشگاه آزادی,مشکی,دنده‌ای,۷۸٫۰۰۰٫۰۰۰ تومان,۸۸٫۰۰۰,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,پژو پارس ساده,تهران، پونک,نقره‌ای,دنده‌ای,۴۲٫۵۰۰٫۰۰۰ تومان,۱۷۷٫۰۰۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، عباس‌آباد,سفید,دنده‌ای,۹۲٫۰۰۰٫۰۰۰ تومان,۵۲٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پژو پارس ساده,تهران، صادقیه,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پژو پارس ساده,تهران، استاد معین,خاکستری,دنده‌ای,۷۱٫۰۰۰٫۰۰۰ تومان,۸۵٫۰۰۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پژو پارس ساده,تهران، شکوفه,نقدی,دنده‌ای,توافقی,۲۴۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
چند لکه رنگ,پژو پارس ساده,تهران، جیحون,نقره‌ای,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,۲۱۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پژو پارس ساده,تهران، شیخ هادی,سفید,دنده‌ای,۱۵۴٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
توافقی,پژو پارس ساده,تهران، شهرآرا,تک برگی,۷۲٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پژو پارس ساده,تهران، نارمک,مشکی,اتوماتیک,۵۳٫۸۰۰٫۰۰۰ تومان,۲۸۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، پاسداران,نقدی,دنده‌ای,توافقی,۲۸۰٫۰۰۰,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,پژو پارس ساده,تهران، خانی‌آباد,خاکستری,دنده‌ای,۷۴٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۵ - ۱۳۹۴
چند لکه رنگ,پژو پارس ساده,تهران، پاکدشت,نقره‌ای,دنده‌ای,۳۸٫۰۰۰٫۰۰۰ تومان,۹۹٫۹۹۹,۲۰۰۵ - ۱۳۸۴
دنده‌ای,پژو پارس ساده,تهران، افسریه,دو لکه رنگ,۵۲٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰,,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، شهرک فرهنگیان غرب,خاکستری,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۱۵۸٫۰۰۰,۲۰۰۹ - ۱۳۸۸
بدون رنگ,پژو پارس ساده,تهران، قنات‌کوثر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پژو پارس ساده,تهران، پردیس,خاکستری,دنده‌ای,۷۸٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰,۲۰۱۴ - ۱۳۹۳
,پژو پارس ساده,تهران، دهکده المپیک,۴۸۰٫۰۰۰,,,,۲۰۰۴ - ۱۳۸۳
بدون رنگ,پژو پارس ساده,تهران، تهرانپارس شرقی,نقره‌ای,دنده‌ای,۹۹٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پژو پارس ساده,تهران، خلیج فارس,سفید,دنده‌ای,۹۵٫۰۰۰٫۰۰۰ تومان,۵۴٫۰۰۰,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پژو پارس ساده,تهران، شهریار,سفید,دنده‌ای,۷۸٫۰۰۰٫۰۰۰ تومان,۱۱۲٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پژو پارس ساده,تهران، اوقاف,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۱۶۹٫۰۰۰,۲۰۰۹ - ۱۳۸۸
دو لکه رنگ,پژو پارس ساده,تهران، طرشت,خاکستری,دنده‌ای,۷۵٫۰۰۰٫۰۰۰ تومان,۱۳۰,۲۰۱۳ - ۱۳۹۲
دو لکه رنگ,پژو پارس ساده,تهران، شهریار,خاکستری,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۱۹۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
دنده‌ای,پژو پارس ساده,تهران، شهرک ولیعصر,سفید,۵۰,,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,پژو پارس ساده,تهران، ورامین,نوک‌مدادی,دنده‌ای,۲۵۰٫۰۰۰,,۲۰۰۶ - ۱۳۸۵
دنده‌ای,پژو پارس ساده,تهران، فرودگاه مهر‌آباد,چند لکه رنگ,۳۸٫۰۰۰٫۰۰۰ تومان,۲۵۰٫۰۰۰,,۲۰۰۴ - ۱۳۸۳
بدون رنگ,پژو پارس ساده,تهران، امیر بهادر,سفید,دنده‌ای,۷۵٫۰۰۰٫۰۰۰ تومان,۱۰۰,۲۰۱۳ - ۱۳۹۲
چند لکه رنگ,پژو پارس ساده,تهران، عبدل‌آباد,نقره‌ای,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۲۵۶,۲۰۰۸ - ۱۳۸۷
یک لکه رنگ,پژو پارس ساده,تهران، دروازه شمیران,آبی,دنده‌ای,۷۲٫۰۰۰٫۰۰۰ تومان,۹۶٫۰۰۰,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,پژو پارس ساده,تهران، فلاح,سفید,دنده‌ای,۵۳٫۰۰۰٫۰۰۰ تومان,۱۷۰٫۰۰۰,۲۰۰۹ - ۱۳۸۸
دنده‌ای,پژو پارس ساده,تهران، قرچک,دو لکه رنگ,هستم,۴۷٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
