body,brand,cit,color,gear,price,usage,year
دنده‌ای,پراید 131 SE,کرمانشاه,بدون رنگ,۴۳٫۰۰۰٫۰۰۰ تومان,۶۶٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,پراید 131 SL,کرمانشاه,سفید,دنده‌ای,۳۶۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,کرمانشاه,نقدی,دنده‌ای,توافقی,۶۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 SE,کرمانشاه,سفید,دنده‌ای,۴۷٫۰۰۰٫۰۰۰ تومان,صندلی کودک,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پراید 131 SE,کرمانشاه,نوک‌مدادی,دنده‌ای,۴۹۰٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پراید 131 SE,کرمانشاه,سفید,دنده‌ای,۱۶٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,پراید 131 EX,اهواز، کمپلو جنوبی (کوی انقلاب),سفید,دنده‌ای,۳۹٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 131 SX,اهواز، کوروش (کوی ملت),سفید صدفی,۴۵٫۳۰۰٫۰۰۰ تومان,۹۲٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 SE,اهواز، فاز دو پاداد,سفید,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۱۱۴,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 SE,اهواز، کیانپارس,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 131 SE,اهواز، کوی نفت,سفید,دنده‌ای,۴۰٫۵۰۰٫۰۰۰ تومان,۱۲۸٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 131 SE,اهواز، پردیس,دو لکه رنگ,۴۵۰٫۰۰۰,,,۲۰۱۶ - ۱۳۹۵
چند لکه رنگ,پراید 131 EX,اهواز، کوت عبدالله,نقره‌ای,دنده‌ای,۱۰٫۵۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰,۲۰۰۱ - ۱۳۸۰
,,,,,,,
بدون رنگ,پراید 131 SX,اهواز، امانیه,سفید,دنده‌ای,۴۲٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 131 SL,اهواز، کوت عبدالله,سفید,دنده‌ای,۳۳٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
,پراید 131 LE,اهواز، زیتون کارمندی,,,,,۲۰۰۹ - ۱۳۸۸
۰,پراید 131 SE,اهواز، کوروش (کوی ملت),توافقی,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 131 SX,اهواز، زیتون کارگری,سفید,دنده‌ای,۴۲٫۷۰۰٫۰۰۰ تومان,۱۹۰,۲۰۱۶ - ۱۳۹۵
۹٫۰۰۰,پراید 131 SE,اهواز، کمپلو جنوبی (کوی انقلاب),بدون رنگ,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SE,اهواز، کوی مهدیس,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
,پراید 131 SE,اهواز، پادادشهر,۶,,,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,پراید 131 EX,اهواز، پردیس,یک لکه رنگ,۴۷٫۰۰۰٫۰۰۰ تومان,۶۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 131 SX,اهواز، کمپلو جنوبی (کوی انقلاب),سفید,دنده‌ای,هستم,۵۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 SX,اهواز، کیانشهر,سفید,دنده‌ای,۴٫۶۵۰٫۰۰۰ تومان,سنسور عقب و جلو ، آینه تاشو برقی,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 دوگانه‌ سوز,اهواز، کمپلو جنوبی (کوی انقلاب),سفید,دنده‌ای,۱۳٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
دنده‌ای,پراید 131 دوگانه‌ سوز,اهواز، کیان آباد,نوک‌مدادی,۱۷۰٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 131 SE,اهواز، پادادشهر,سفید صدفی,دنده‌ای,۱۴٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 131 SE,اهواز، کوی علوی,بدون رنگ,۸۱,,,۲۰۱۹ - ۱۳۹۸
تک برگی,پراید 131 SE,قم، توحید,بدون رنگ,۲۹۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 EX,قم، آزادگان,نقره‌ای,دنده‌ای,۲۸٫۰۰۰٫۰۰۰ تومان,۲۲۰,۲۰۰۹ - ۱۳۸۸
,پراید 131 EX,اهواز، امانیه,,,,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 131 EX,اهواز، کوت عبدالله,نقدی,توافقی,آینه تاشو برقی,۰,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 131 EX,قم، امام,سفید صدفی,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
,پراید 131 دوگانه‌ سوز,قم، باجک (۱۹ دی),۲۷۷٫۵۹۰,,,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,قم، آزادگان,سفید,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SE,قم، صفائیه,سفید,دنده‌ای,۱۵۵٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,پراید 131 SE,قم، کلهری,سفید,دنده‌ای,۲۵۰٫۰۰۰,,۲۰۰۵ - ۱۳۸۴
چند لکه رنگ,پراید 131 SE,قم، آذر,سفید,دنده‌ای,۳۸٫۵۰۰٫۰۰۰ تومان,۸۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پراید 131 SE,قم، هنرستان,سفید,دنده‌ای,۲۰۸٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 131 SL,مشهد، دانش آموز,سفید,دنده‌ای,۲۸٫۰۰۰٫۰۰۰ تومان,۳۲۰,۲۰۱۱ - ۱۳۹۰
یک لکه رنگ,پراید 131 SE,قم، توحید,سفید,دنده‌ای,۱۵۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
چند لکه رنگ,پراید 131 دوگانه‌ سوز,مشهد، شهرک شهید رجایی,نقره‌ای,دنده‌ای,۲۲٫۳۰۰٫۰۰۰ تومان,۲۵,۲۰۰۷ - ۱۳۸۶
چند لکه رنگ,پراید 131 دوگانه‌ سوز,قم، توحید,نقره‌ای,دنده‌ای,۲۵۰٫۰۰۰,,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پراید 131 SE,مشهد، بلوار توس,سفید,دنده‌ای,۱۲۶٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
۱۱٫۱۱۱,پراید 131 دوگانه‌ سوز,قم، بنیاد,۲٫۴۵۰٫۰۰۰ تومان,,,,۲۰۰۵ - ۱۳۸۴
بدون رنگ,پراید 131 SE,مشهد، مصلی,سفید,دنده‌ای,هستم,۱۵٫۰۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SL,مشهد، ابوطالب,سفید,دنده‌ای,۱۵۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
,پراید 131 SE,مشهد، گلبهار,۹۵٫۰۰۰,,,,۲۰۱۴ - ۱۳۹۳
دو لکه رنگ,پراید 131 EX,مشهد، مصلی,سفید,دنده‌ای,۳۹٫۵۰۰٫۰۰۰ تومان,۶۶٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 دوگانه‌ سوز,مشهد، تربت حیدریه,سفید,دنده‌ای,۱۶٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰,۱۹۹۸ - ۱۳۷۷
بدون رنگ,پراید 131 SE,مشهد، خیام,سفید,دنده‌ای,۴۷٫۵۰۰٫۰۰۰ تومان,۲۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
یک لکه رنگ,پراید 131 SE,مشهد، طبرسی,نوک‌مدادی,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۶۸٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 131 SE,مشهد، امام خمینی,بدون رنگ,۴۶٫۲۰۰٫۰۰۰ تومان,۵۲٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 131 SE,مشهد، پیروزی,سفید,دنده‌ای,۹۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
چند لکه رنگ,پراید 131 SX,مشهد، کاشمر,سفید,دنده‌ای,۳۳٫۰۰۰٫۰۰۰ تومان,۲۳۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,پراید 131 SL,مشهد، طبرسی,سفید,دنده‌ای,۲۷٫۵۰۰٫۰۰۰ تومان,۲۷۵٫۰۰۰,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,پراید 131 SE,قم، توحید,سفید صدفی,دنده‌ای,۴۷٫۵۰۰٫۰۰۰ تومان,۷۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 SE,قم، امام,سفید,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۶۷٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 SE,قم، جمهوری,نقدی و قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 131 SE,قم، توحید,سفید,۴۷٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 131 SE,قم، جمهوری,سفید,دنده‌ای,۱۹٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 131 دوگانه‌ سوز,قم، توحید,چند لکه رنگ,۲۰٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,,۲۰۰۶ - ۱۳۸۵
,پراید 131 SE,قم، توحید,۱۴۸,,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 SE,مشهد، سید رضی,سفید صدفی,دنده‌ای,۵٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
,پراید 131 SE,مشهد، طلاب,,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 131 SE,قم، بلوار امین,سفید,۴۷٫۵۰۰٫۰۰۰ تومان,۷۰٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,پراید 131 SE,مشهد، دانشجو,سفید,دنده‌ای,۴۱٫۸۰۰٫۰۰۰ تومان,۶۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 131 SX,مشهد، جانباز,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۴۵,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,پراید 131 SE,قم، مدرس,سفید,دنده‌ای,۳۴٫۰۰۰٫۰۰۰ تومان,۱۲۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 131 دوگانه‌ سوز,قم، امامزاده ابراهیم,سفید,دنده‌ای,۱۲۳٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
,پراید 131 دوگانه‌ سوز,مشهد، ابوطالب,۲۰٫۰۰۰,,,,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پراید 131 SE,مشهد، احمدآباد,سفید,دنده‌ای,۱۳٫۰۰۰,,۲۰۱۸ - ۱۳۹۷
دنده‌ای,پراید 131 SL,مشهد، گلبهار,دو لکه رنگ,۲۸٫۵۰۰٫۰۰۰ تومان,۱۱۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,مشهد، کاشمر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,پراید 131 SL,مشهد، طبرسی,چند لکه رنگ,۲۲۰٫۰۰۰,,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 EX,مشهد، عبادی,نقدی,دنده‌ای,توافقی,۱۵۰٫۰۰۰,۲۰۱۳ - ۱۳۹۲
یک لکه رنگ,پراید 131 SL,شیراز، کازرون,سفید,دنده‌ای,۳۶٫۸۰۰٫۰۰۰ تومان,۱۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,پراید 131 TL,شیراز، میانرود,سفید,دنده‌ای,۲۴۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
دو برگی,پراید 131 SX,شیراز، مرودشت,یک لکه رنگ,دی لایت,۲۵۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
هستم,پراید 131 EX,شیراز، کازرون,تک برگی,۱٫۷۰۰,,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,پراید 131 SE,شیراز، بلوار مدرس,سفید,دنده‌ای,۴,,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,پراید 131 LE,شیراز، بلوار رحمت,نقرآبی,دنده‌ای,۲۵٫۰۰۰٫۰۰۰ تومان,۵۵,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پراید 131 دوگانه‌ سوز,شیراز، مرودشت,سفید,دنده‌ای,۱۵۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
,پراید 131 SE,شیراز، بلوار رحمت,۱۴۰٫۰۰۰,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 131 SL,شیراز، پاسارگاد,نوک‌مدادی,دنده‌ای,۳۷٫۵۰۰٫۰۰۰ تومان,۲۹۰,۲۰۱۲ - ۱۳۹۱
دنده‌ای,پراید 131 SE,شیراز، کازرون,بدون رنگ,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
,پراید 131 EX,شیراز، ادبیات,,,,,۲۰۰۴ - ۱۳۸۳
دنده‌ای,پراید 131 SE,شیراز، کازرون,بدون رنگ,۱۶٫۰۰۰,,,۲۰۱۵ - ۱۳۹۴
۳۱٫۲۰۰٫۰۰۰ تومان,پراید 131 دوگانه‌ سوز,شیراز، کازرون,دو برگی,۳۲۰,,,۲۰۱۰ - ۱۳۸۹
چند لکه رنگ,پراید 131 SE,شیراز، بنی هاشمی,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 131 SE,شیراز، پارامونت,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SE,شیراز، شهرک پرواز,سفید,دنده‌ای,۱۲۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 TL,شیراز، بلوار مدرس,سفید,دنده‌ای,۱۳۲٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 131 دوگانه‌ سوز,شیراز، فرگاز,سفید,دنده‌ای,۱۴۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
دنده‌ای,پراید 131 SL,شیراز، کازرون,نقره‌ای,۲۰۰٫۰۰۰,,,۲۰۱۱ - ۱۳۹۰
۰,پراید 131 SE,شیراز، شهرک گلستان,۳۰٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 TL,شیراز، بلوار رحمت,نقدی,دنده‌ای,توافقی,۳۶,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SE,شیراز، پاسارگاد,نقدی,دنده‌ای,توافقی,۱۱۱٫۱۱۱,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,پراید 131 SE,تهران، بهارستان,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۵۴٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,پراید 131 SE,تهران، پیروزی,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۶۹٫۰۰۰,۲۰۱۷ - ۱۳۹۶
چند لکه رنگ,پراید 131 SX,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۲۵٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,تهران، شهرک فردوس,سفید,دنده‌ای,۵۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 131 SL,تهران، رباط کریم,سفید,دنده‌ای,۳۲٫۰۰۰٫۰۰۰ تومان,۱۲۵٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 131 SE,تهران، اکباتان,سفید,دنده‌ای,۱۲,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,پراید 131 EX,تهران، شهر ری,نقره‌ای,دنده‌ای,۳۱٫۰۰۰٫۰۰۰ تومان,۲۷۰٫۰۰۰,۲۰۱۰ - ۱۳۸۹
یک لکه رنگ,پراید 131 EX,تهران، منصوریه,نقره‌ای,دنده‌ای,۲۷٫۳۰۰٫۰۰۰ تومان,۲۲۴٫۰۰۰,۲۰۰۷ - ۱۳۸۶
بدون رنگ,پراید 131 SX,تهران، جنت‌‌آباد مرکزی,سفید,دنده‌ای,۳۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، آینه تاشو برقی,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,تهران، شهرک کیانشهر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
۴۰٫۰۰۰,پراید 131 دوگانه‌ سوز,تهران، اختیاریه,دنده‌ای,,,,۲۰۰۹ - ۱۳۸۸
یک لکه رنگ,پراید 131 SL,تهران، خلیج فارس,سفید,دنده‌ای,۳۱٫۰۰۰٫۰۰۰ تومان,۲۴۰٫۰۰۰,۲۰۱۲ - ۱۳۹۱
تصادفی,پراید 131 EX,تهران، فلاح,سفید,دنده‌ای,۳۰٫۰۰۰٫۰۰۰ تومان,حافظه صندلی,۲۰۱۷ - ۱۳۹۶
دو لکه رنگ,پراید 131 دوگانه‌ سوز,تهران، آذربایجان,نقرآبی,دنده‌ای,۲۸٫۵۰۰٫۰۰۰ تومان,۳۸۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 131 SE,تهران، تهرانپارس شرقی,بدون رنگ,۷۱٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 131 SE,تهران، شادمان,بدون رنگ,۳۰٫۰۰۰٫۰۰۰ تومان,۷۹٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,پراید 131 SE,تهران، اسلام‌‌آباد,سفید صدفی,دنده‌ای,۲۰۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
,پراید 131 SE,تهران، افسریه,,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 SE,تهران، فلاح,خاکستری,دنده‌ای,۸٫۵۰۰,,۲۰۱۹ - ۱۳۹۸
,پراید 131 LE,تهران، قرچک,۲۴۵,,,,۲۰۰۸ - ۱۳۸۷
چند لکه رنگ,پراید 131 دوگانه‌ سوز,تهران، شهر قدس,نقره‌ای,دنده‌ای,۲۹٫۰۰۰٫۰۰۰ تومان,۱۵۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,تهران، ورامین,سفید,دنده‌ای,۴۴٫۵۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
چند لکه رنگ,پراید 131 SL,تهران، قرچک,سفید,دنده‌ای,۲۸٫۳۰۰٫۰۰۰ تومان,۱۳۰,۲۰۱۱ - ۱۳۹۰
بدون رنگ,پراید 131 SE,کرج، مهرشهر,نوک‌مدادی,دنده‌ای,۱۵۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,پراید 131 EX,تهران، شهرک ولیعصر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 EX,کرج، شهرک وحدت,نقدی,دنده‌ای,توافقی,۱۹۶,۲۰۱۰ - ۱۳۸۹
دو لکه رنگ,پراید 131 SX,کرج، محمد شهر,سفید,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۷۲٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,پراید 131 EX,کرج، عظیمیه,بدون رنگ,۳۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 دوگانه‌ سوز,کرج، خرمدشت,نقره‌ای,دنده‌ای,صندلی کودک ، آینه تاشو برقی,۳۰۰٫۰۰۰,۲۰۰۶ - ۱۳۸۵
بدون رنگ,پراید 131 دوگانه‌ سوز,کرج، فردیس,سفید,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,پراید 131 EX,کرج، فردیس,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 131 SX,کرج، فردیس,سفید,دنده‌ای,هستم,۱۰۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
۱۰٫۰۰۰,پراید 131 EX,کرج، محمد شهر,تک برگی,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,پراید 131 SL,کرج، کمالشهر,سفید,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۱۲ - ۱۳۹۱
بدون رنگ,پراید 131 SE,کرج، گلشهر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,پراید 131 SE,کرج، هفت تیر,سفید,دنده‌ای,۹۹٫۶۰۰,,۲۰۱۵ - ۱۳۹۴
یک لکه رنگ,پراید 131 SE,کرج، دهقان ویلا,سفید,دنده‌ای,۳۹٫۷۰۰٫۰۰۰ تومان,۱۷۰,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,پراید 131 SE,کرج، خرمدشت,مشکی,دنده‌ای,۲۴٫۵۰۰٫۰۰۰ تومان,۰,۲۰۰۷ - ۱۳۸۶
۱۰,پراید 131 SE,کرج، کیانمهر,بدون رنگ,,,,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,پراید 131 SX,کرج، ماهدشت,سبز,دنده‌ای,۲۰٫۰۰۰٫۰۰۰ تومان,۱۹٫۱۳۴,۲۰۰۴ - ۱۳۸۳
دنده‌ای,پراید 131 EX,کرج، مشکین دشت,مسی,۳۰٫۰۰۰٫۰۰۰ تومان,۲۲۰٫۰۰۰,,۲۰۰۸ - ۱۳۸۷
بدون رنگ,پراید 131,کرج، شهر جدید اندیشه,سفید,دنده‌ای,۴۴٫۵۰۰٫۰۰۰ تومان,۶۵٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,پراید 131 EX,کرج، شهریار,نوک‌مدادی,دنده‌ای,۳۶٫۵۰۰٫۰۰۰ تومان,۱۶۳٫۰۰۰,۲۰۱۳ - ۱۳۹۲
دنده‌ای,پراید 131 SE,رشت,یک لکه رنگ,هستم,۰,,۲۰۱۳ - ۱۳۹۲
